Image name,Score,Total time,Inference time,Preprocessing time
00001.jpg,0.4521704018115997,23.9994525909423,3.000259399414,20.9991931915283
00002.jpg,0.572449803352356,25.999546051025302,1.9967555999755,24.0027904510498
00003.jpg,0.5035917162895203,38.9988422393798,4.9982070922851,34.0006351470947
00004.jpg,0.5457465052604675,21.998405456542898,1.9993782043457,19.999027252197198
00005.jpg,0.1829756498336792,20.9989547729492,2.9990673065185,17.9998874664306
00006.jpg,0.4864690899848938,20.000696182250902,2.000093460083,18.000602722167898
00007.jpg,0.6035913228988647,27.0004272460937,2.9962062835693,24.0042209625244
00008.jpg,0.2607241570949554,21.0015773773193,3.0007362365722003,18.000841140747
00009.jpg,0.0733007341623306,29.000520706176697,3.0004978179930997,26.0000228881835
00010.jpg,0.6365657448768616,27.001619338989197,1.9996166229248,25.0020027160644
00011.jpg,0.6811268925666809,25.0015258789062,2.000093460083,23.0014324188232
00012.jpg,0.5776582956314087,27.0001888275146,3.0016899108886,23.998498916625902
00013.jpg,0.2230484038591385,21.998405456542898,2.9964447021484,19.0019607543945
00014.jpg,0.2307803630828857,52.9987812042236,2.9983520507812003,50.0004291534423
00015.jpg,0.224600002169609,67.00015068054189,4.000186920166,62.99996376037589
00016.jpg,0.5533652305603027,110.997200012207,3.0012130737304,107.99598693847649
00017.jpg,0.555456817150116,27.0018577575683,4.000425338745099,23.0014324188232
00018.jpg,0.2104126662015915,29.9994945526123,3.0000209808348997,26.999473571777298
00019.jpg,0.605170488357544,42.001247406005795,3.0021667480468,38.9990806579589
00020.jpg,0.4620830714702606,27.0001888275146,1.9989013671875,25.0012874603271
00021.jpg,0.6836124062538147,39.999246597289996,2.9995441436767,36.999702453613196
00022.jpg,0.4956122934818268,34.0023040771484,2.0022392272949,32.0000648498535
00023.jpg,0.5386115312576294,29.000520706176697,3.000259399414,26.000261306762603
00024.jpg,0.3882078826427459,338.0026817321777,4.002571105957,334.0001106262207
00025.jpg,0.5821483731269836,28.9993286132812,1.9967555999755,27.0025730133056
00026.jpg,0.5872725248336792,24.9977111816406,3.0000209808348997,21.9976902008056
00027.jpg,0.377503752708435,23.9999294281005,1.9981861114500998,22.001743316650302
00028.jpg,0.0951418429613113,22.9980945587158,2.9983520507812003,19.9997425079345
00029.jpg,0.0851048529148101,37.9996299743652,4.0013790130615,33.9982509613037
00030.jpg,0.3395487070083618,53.0004501342773,2.000093460083,51.0003566741943
00031.jpg,0.6149154901504517,141.9987678527832,13.999223709106401,127.9995441436767
00032.jpg,0.5489389300346375,32.9995155334472,1.9996166229248,30.999898910522397
00033.jpg,0.4446218609809875,21.000623703002898,1.9984245300292,19.0021991729736
00034.jpg,0.6553452014923096,21.000623703002898,2.0029544830322,18.9976692199707
00035.jpg,0.3218928873538971,21.000623703002898,2.9973983764648,18.003225326538
00036.jpg,0.3385593593120575,21.9974517822265,1.9958019256591,20.0016498565673
00037.jpg,0.6223927140235901,20.9972858428955,0.9973049163818,19.999980926513597
00038.jpg,0.1552372127771377,12.9995346069335,0.9980201721191001,12.0015144348144
00039.jpg,0.6145324110984802,23.9994525909423,2.9990673065185,21.0003852844238
00040.jpg,0.2622536420822143,18.9979076385498,0.9994506835936999,17.998456954955998
00041.jpg,0.3242675960063934,16.0002708435058,0.9982585906981999,15.0020122528076
00042.jpg,0.529967188835144,18.001794815063402,2.0015239715576,16.0002708435058
00043.jpg,0.526780366897583,18.002986907958903,2.0008087158203,16.002178192138597
00044.jpg,0.2001087963581085,20.0002193450927,1.9993782043457,18.000841140747
00045.jpg,0.373161107301712,12.9976272583007,0.995397567749,12.002229690551701
00046.jpg,0.2523040473461151,31.9986343383789,1.9967555999755,30.0018787384033
00047.jpg,0.2239285260438919,24.000644683837802,2.9997825622558,21.000862121582
00048.jpg,0.1852585822343826,78.9995193481445,6.0005187988281,72.9990005493164
00049.jpg,0.4374783933162689,41.9976711273193,1.9984245300292,39.999246597289996
00050.jpg,0.5328044295310974,25.000095367431598,2.0008087158203,22.9992866516113
00051.jpg,0.1594894826412201,45.0007915496826,2.000093460083,43.0006980895996
00052.jpg,0.6826050281524658,64.0013217926025,1.9989013671875,62.002420425414996
00053.jpg,0.5980537533760071,21.0011005401611,0.9975433349609,20.003557205200103
00054.jpg,0.2206840366125106,21.000146865844698,2.000093460083,19.0000534057617
00055.jpg,0.1376596838235855,24.9991416931152,2.9988288879394003,22.000312805175703
